make,model,year,hours,price,location,condition,serial_number,source,timestamp,listing_id,title,asset_type,auction,sale_date,buying_format,image_url,source_url,auction_type,buy_now,buy_now_text,features
Fendt,Fendt,2022.0,,,"Tulare, CA, USA",,F1162KNNNG1257,RitchieBros,2026-01-20 22:53:28.229233,890455A8-C812-3D3E-B386-605C05C494FA,2022 Fendt 1162MT Track Tractor,Track Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Fendt,1156MT,2021.0,,,"Tulare, CA, USA",,F1156VNNNG1123,RitchieBros,2026-01-20 22:53:28.229233,B4493FE5-41C4-3D0E-96C6-CBF92203B855,2021 Fendt 1156MT Track Tractor,Track Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,9530,2010.0,,,"Saskatoon, SK, CAN",,1RW9530PAAP017036,RitchieBros,2026-01-20 22:53:28.229233,F0439EA1-AF1F-324A-9959-0DA940CA631E,2010 John Deere 9530 Articulated 4WD Tractor,Articulated Tractor,"Saskatoon, SK, CAN - Apr 06, 2026",2026-04-06 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,7200R,2013.0,,,"County Of Grande Prairie No. 1, AB, CAN",,1RW7200RKDD013150,RitchieBros,2026-01-20 22:53:28.229233,DC25F4DF-576C-33E8-9E0A-E84FB5704C69,2013 John Deere 7200R 4WD Tractor,4WD Tractor,"Grande Prairie, AB, CAN - Apr 14, 2026",2026-04-14 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
MTS,3630,,,,"Davenport, FL, USA",,MTSW01189,RitchieBros,2026-01-20 22:53:28.229233,E97AEE75-C190-3682-B0BD-7D631B3586A9,MTS 3630 4WD Tractor,4WD Tractor,"Orlando, FL, USA - Feb 16, 2026",2026-02-16 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Challenger,MT855C,2013.0,,,"Tulare, CA, USA",,AGCC0855PDNJG1125,RitchieBros,2026-01-20 22:53:28.229233,1C0212F5-2B4B-37F5-BB14-351E1387F3C7,2013 Challenger MT855C Track Tractor,Track Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,9560RT,2013.0,,,"Davenport, FL, USA",,1RW9560RPDE902722,RitchieBros,2026-01-20 22:53:28.229233,7E4179EE-F300-3337-8F85-ECF9ED594B45,2013 John Deere 9560RT Track Tractor,Track Tractor,"Orlando, FL, USA - Feb 16, 2026",2026-02-16 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,9560RT,2012.0,,,"Davenport, FL, USA",,1RW9560RHCE901563,RitchieBros,2026-01-20 22:53:28.229233,5E4A1FE7-6183-3127-A045-46D6AB2BE7F9,2012 John Deere 9560RT Track Tractor,Track Tractor,"Orlando, FL, USA - Feb 16, 2026",2026-02-16 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,8870,1996.0,,,"Townsville, QLD, AUS",,RW8870P003344,RitchieBros,2026-01-20 22:53:28.229233,242D79A9-8322-30F1-B0B6-CDB1D535ED0B,1996 John Deere 8870 Articulated Tractor,Articulated Tractor,"Australia National Unreserved Auction, AUS - Feb 25, 2026",2026-02-24 22:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,7930,2005.0,,,"Lethbridge County, AB, CAN",,,RitchieBros,2026-01-20 22:53:28.229233,27467823-2742-3416-835F-C291B809B020,2005 John Deere 7930 4WD Tractor,4WD Tractor,"Lethbridge, AB, CAN - Mar 19, 2026",2026-03-19 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Massey Ferguson,3SP.105,2023.0,,,"Ocana, CSTL, ESP",,VKKMHCBNAPC041033,RitchieBros,2026-01-20 22:53:28.229233,7B0DADAC-6D65-3D8E-9CD3-91C7D5545D1C,2023 Massey Ferguson 3SP.105 4WD Tractor (Unused),4WD Tractor,"Ocana, ESP - Mar 11, 2026",2026-03-11 07:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Massey Ferguson,3SP.105,2023.0,,,"Ocana, CSTL, ESP",,VKKMHCBNEPC044020,RitchieBros,2026-01-20 22:53:28.229233,347C3BE7-F89E-3F99-A49A-17775C0D6B68,2023 Massey Ferguson 3SP.105 4WD Tractor (Unused),4WD Tractor,"Ocana, ESP - Mar 11, 2026",2026-03-11 07:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Fendt,828 Vario,2015.0,,,"Ocana, CSTL, ESP",,842230107,RitchieBros,2026-01-20 22:53:28.229233,D2A7F8A7-A3E2-3ECA-8F10-ACE88EE24447,2015 Fendt 828 Vario 4WD Tractor,4WD Tractor,"Ocana, ESP - Mar 11, 2026",2026-03-11 07:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,8345RT,2016.0,,,"Tulare, CA, USA",,1RW8345RJGD915420,RitchieBros,2026-01-20 22:53:28.229233,CCAEF595-2E45-3B86-BD08-FA9EE979C46F,2016 John Deere 8345RT Track Tractor,Track Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Massey Ferguson,3FR.85,2023.0,,,"Ocana, CSTL, ESP",,VKKMHABFPPC046013,RitchieBros,2026-01-20 22:53:28.229233,33B1B554-2190-365F-B607-DE52461E0A6F,2023 Massey Ferguson 3FR.85 4WD Tractor (Unused),4WD Tractor,"Ocana, ESP - Mar 11, 2026",2026-03-11 07:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case IH,Puma 150,2016.0,,,"St Aubin Sur Gaillon, HN, FRA",,T10CSHTA001E374,RitchieBros,2026-01-20 22:53:28.229233,281EF8C0-E72F-39DE-BB17-EE79DFEABCFF,2016 Case IH Puma 150 Tracteur Agricole 4WD Tractor,4WD Tractor,"France, FRA - Mar 24, 2026",2026-03-24 07:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case IH,Puma 170,2016.0,,,"St Aubin Sur Gaillon, HN, FRA",,T10CSHTA000D302,RitchieBros,2026-01-20 22:53:28.229233,B3290CCC-6021-3EE0-8922-07E56385FA45,2016 Case IH Puma 170 Tracteur Routier 4WD Tractor,4WD Tractor,"France, FRA - Mar 24, 2026",2026-03-24 07:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,7210,1999.0,,,"Rouleau, SK, CAN",,RW7210H025086,RitchieBros,2026-01-20 22:53:28.229233,0EA445D8-BE6B-3E47-94A1-931EE48D4B48,1999 John Deere 7210 4WD Tractor,4WD Tractor,"Regina, SK, CAN - Mar 24, 2026",2026-03-24 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
New Holland,TS6.110,2023.0,,,"Davenport, FL, USA",,NT03879M,RitchieBros,2026-01-20 22:53:28.229233,F5B72A91-D69F-31EA-9ADC-E75C72CE08B3,2023 New Holland TS6.110 4WD Tractor,4WD Tractor,"Orlando, FL, USA - Feb 16, 2026",2026-02-16 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,4955,1990.0,,,"Valleyview, AB, CAN",,RW4955P005217,RitchieBros,2026-01-20 22:53:28.229233,6CD4B386-793A-3C5B-8DE3-D36F23C253A7,1990 John Deere 4955 4WD Tractor,4WD Tractor,"Valleyview, AB, CAN - Aug 06, 2026",2026-08-06 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case IH,9380,2000.0,,,"Valleyview, AB, CAN",,JEE0088457,RitchieBros,2026-01-20 22:53:28.229233,A8F9D2A0-2365-3212-8388-EDE6CE1E09B5,2000 Case IH 9380 4WD Tractor,4WD Tractor,"Valleyview, AB, CAN - Aug 06, 2026",2026-08-06 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
New Holland,TM155,2007.0,,,"Rouleau, SK, CAN",,ACM282869,RitchieBros,2026-01-20 22:53:28.229233,7BA7A892-2E54-3507-B37B-91A3F47A591D,2007 New Holland TM155 4WD Tractor,4WD Tractor,"Regina, SK, CAN - Mar 24, 2026",2026-03-24 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,5115M,2022.0,,,"Perris, CA, USA",,1PY5115MLNB001308,RitchieBros,2026-01-20 22:53:28.229233,6E7CFAFE-1429-3882-A84F-3F170828BB10,2022 John Deere 5115M 4WD Tractor,4WD Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,5100M,2022.0,,,"Perris, CA, USA",,1PY5100MKNB002257,RitchieBros,2026-01-20 22:53:28.229233,DEC4B303-B440-343E-8F09-D7E62B52CCBA,2022 John Deere 5100M 4WD Tractor,4WD Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,5100M,2022.0,,,"Perris, CA, USA",,1PY5100MVNB002215,RitchieBros,2026-01-20 22:53:28.229233,7876E349-F9A4-3544-A8D5-8B5BC07DDC2B,2022 John Deere 5100M 4WD Tractor,4WD Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,5100M,2022.0,,,"Perris, CA, USA",,1PY5100MANB002295,RitchieBros,2026-01-20 22:53:28.229233,577D33B1-6DAC-31D3-9C5E-09E89130803F,2022 John Deere 5100M 4WD Tractor,4WD Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case IH,9380,2000.0,,,"Perris, CA, USA",,JEE0075245,RitchieBros,2026-01-20 22:53:28.229233,8A1A0F0A-E50A-3846-BE20-FC8D1419D27E,2000 Case IH 9380 Articulated Tractor,Articulated Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Challenger,MT835,2003.0,,,"South Vienna, OH, USA",,BAM30330,RitchieBros,2026-01-20 22:53:28.229233,CAB81C6B-8708-3265-BD63-8CBCDD0003BA,2003 Challenger MT835 Track Tractor,Track Tractor,"Midwest Regional Event, USA - Feb 10, 2026",2026-02-10 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,M5-111D,2018.0,,,"Newnan, GA, USA",,56892,RitchieBros,2026-01-20 22:53:28.229233,6F8D4128-D14A-338F-809B-07C1B80A6BA2,2018 Kubota M5-111D 4WD Tractor,4WD Tractor,"Orlando, FL, USA - Feb 16, 2026",2026-02-16 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Massey Ferguson,6495 Dynashift,2004.0,,,"St Aubin Sur Gaillon, HN, FRA",,N273002YA,RitchieBros,2026-01-20 22:53:28.229233,D3E09C27-3A8B-3EBD-96E2-C18B5F68962C,2004 Massey Ferguson 6495 Dynashift Tracteur Agricole 4WD Tractor,4WD Tractor,"France, FRA - Mar 24, 2026",2026-03-24 07:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,6155R,2018.0,,,"Morris, IL, USA",,1RW6155RAJD033310,RitchieBros,2026-01-20 22:53:28.229233,8A3C5006-7ED4-3EDE-9A89-7E741C025790,2018 John Deere 6155R 4WD Tractor,4WD Tractor,"Midwest Regional Event, USA - Feb 10, 2026",2026-02-10 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Challenger,MT575B,2008.0,,,"Dunnigan, CA, USA",,T157027,RitchieBros,2026-01-20 22:53:28.229233,47FBF913-8EDB-3E76-88E2-0A76D4501B8B,2008 Challenger MT575B 4WD Tractor,4WD Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,7230,2007.0,,,"Summerville, SC, USA",,RW7230H001800,RitchieBros,2026-01-20 22:53:28.229233,14F15521-6AED-393B-B926-5E7426534CF5,2007 John Deere 7230 4WD Tractor,4WD Tractor,"Orlando, FL, USA - Feb 16, 2026",2026-02-16 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Valtra,A93,2015.0,,,"St Aubin Sur Gaillon, HN, FRA",,YK5A93H00FS015009,RitchieBros,2026-01-20 22:53:28.229233,BAAED5F9-4CCA-3FBD-90CA-E308515286DD,2015 Valtra A93 4x4 Tracteur Agricole 4WD Tractor,4WD Tractor,"France, FRA - Mar 24, 2026",2026-03-24 07:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
New Holland,TS6020,,,,"Davenport, FL, USA",,NC30058M,RitchieBros,2026-01-20 22:53:28.229233,8F96B773-8A7B-3C5E-B91D-E25DC8C6BDAD,New Holland TS6020 4WD Tractor,4WD Tractor,"Orlando, FL, USA - Feb 16, 2026",2026-02-16 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,M135GX,2013.0,,,"Tulare, CA, USA",,50261,RitchieBros,2026-01-20 22:53:28.229233,C3FECCD5-D4EC-305D-BE2B-EC4EE06166CC,2013 Kubota M135GX 4WD Tractor,4WD Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
New Holland,TD95D,2005.0,,,"St Aubin Sur Gaillon, HN, FRA",,HJD012069,RitchieBros,2026-01-20 22:53:28.229233,DE5387E3-1B85-373F-9944-B8CD02DCB48B,2005 New Holland TD95D Tracteur Agricole 4WD Tractor,4WD Tractor,"France, FRA - Mar 24, 2026",2026-03-24 07:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,B26,2022.0,,,"Perris, CA, USA",,KBU111HRLM1L59970,RitchieBros,2026-01-20 22:53:28.229233,CE65C14A-DF1E-32EC-8FBA-4C1A0550B974,2022 Kubota B26 4WD Utility Tractor,Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Versatile,875,1979.0,,,"Valleyview, AB, CAN",,053750,RitchieBros,2026-01-20 22:53:28.229233,65EAF800-B9C8-3366-9322-5ED001CB4128,1979 Versatile 875 Articulated Tractor,Articulated Tractor,"Valleyview, AB, CAN - Aug 06, 2026",2026-08-06 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,5090GN ,2021.0,,,"Tulare, CA, USA",,1AT5090GALN010687,RitchieBros,2026-01-20 22:53:28.229233,DEF1B4A1-4B11-36AD-A503-88406F9E602C,2021 John Deere 5090GN Cab 4WD Tractor,4WD Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,2032R,2021.0,,,"Dunnigan, CA, USA",,1LV2032RHMM120838,RitchieBros,2026-01-20 22:53:28.229233,FC0C37AD-FC82-3EBF-A475-6AA472E65D8E,2021 John Deere 2032R 4WD Utility Tractor,Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,5090GV,2019.0,,,"Tulare, CA, USA",,1AT5090GAKV408495,RitchieBros,2026-01-20 22:53:28.229233,99B862F1-67A1-3756-8CE6-E336AB520F8B,2019 John Deere 5090GV 4WD Tractor,4WD Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
McCormick,MTX135,,,,"Borden, SK, CAN",,N46CL44089,RitchieBros,2026-01-20 22:53:28.229233,3DF4EC99-A8B8-3B76-B963-815F97E874C6,McCormick MTX135 4WD Tractor,4WD Tractor,"Borden, SK, CAN - Apr 11, 2026",2026-04-11 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2021,XJ2025H,2021.0,,,"Nisku, AB, CAN",,2338001192,RitchieBros,2026-01-20 22:53:28.229233,CC00CAD1-F12A-3B92-8639-C868B2551E8B,2021 LS Mtron XJ2025H 4WD Tractor,4WD Tractor,"Edmonton, AB, CAN - Mar 17, 2026",2026-03-17 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,B26,2022.0,,,"North East, MD, USA",,KBU111HRTM1L60011,RitchieBros,2026-01-20 22:53:28.229233,8231E6E4-9F56-32A2-8F51-C76F968A4E9E,2022 Kubota B26 Backhoe Utility Tractor,Utility Tractor,"Northeast Regional Event, USA - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2025,IRGC40,2025.0,,,"Lethbridge County, AB, CAN",,25H25121449,RitchieBros,2026-01-20 22:53:28.229233,5988E983-5C67-3DF1-BE88-8962889363CF,2025 SDLANCH IRGC40 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Lethbridge, AB, CAN - Mar 19, 2026",2026-03-19 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2025,IRGC40,2025.0,,,"Lethbridge County, AB, CAN",,25H25120460,RitchieBros,2026-01-20 22:53:28.229233,C444C266-17E9-3946-8DE7-1B257CB1B889,2025 SDLANCH IRGC40 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Lethbridge, AB, CAN - Mar 19, 2026",2026-03-19 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2025,IRGC40,2025.0,,,"Lethbridge County, AB, CAN",,25H25121524,RitchieBros,2026-01-20 22:53:28.229233,30E2A3DA-6E41-3FEF-B8DD-177D86EBB6A1,2025 SDLANCH IRGC40 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Lethbridge, AB, CAN - Mar 19, 2026",2026-03-19 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2025,IRGC40,2025.0,,,"Lethbridge County, AB, CAN",,25H25120328,RitchieBros,2026-01-20 22:53:28.229233,CC0FA583-5851-37E3-B371-60E1C90FC291,2025 SDLANCH IRGC40 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Lethbridge, AB, CAN - Mar 19, 2026",2026-03-19 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2025,IRGC40,2025.0,,,"Lethbridge County, AB, CAN",,25H25120147,RitchieBros,2026-01-20 22:53:28.229233,10ED7FF7-199F-3564-B8A6-6ED7A0E12939,2025 SDLANCH IRGC40 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Lethbridge, AB, CAN - Mar 19, 2026",2026-03-19 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2025,IRGC40,2025.0,,,"Lethbridge County, AB, CAN",,25H25121549,RitchieBros,2026-01-20 22:53:28.229233,B8BAD210-B372-3AF8-9FBD-7CF9FE84E51B,2025 SDLANCH IRGC40 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Lethbridge, AB, CAN - Mar 19, 2026",2026-03-19 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2025,IRGC40,2025.0,,,"Lethbridge County, AB, CAN",,25H25120413,RitchieBros,2026-01-20 22:53:28.229233,EA4423BE-104F-368C-B16A-FA60A6192E36,2025 SDLANCH IRGC40 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Lethbridge, AB, CAN - Mar 19, 2026",2026-03-19 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2025,IRGC40,2025.0,,,"Lethbridge County, AB, CAN",,25H25121534,RitchieBros,2026-01-20 22:53:28.229233,BA50B0D6-FE6F-37DE-BC56-EBB318F75C68,2025 SDLANCH IRGC40 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Lethbridge, AB, CAN - Mar 19, 2026",2026-03-19 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,5065E,2017.0,,,"Davenport, FL, USA",,1PY5065EJHH102191,RitchieBros,2026-01-20 22:53:28.229233,48D93F89-CBBC-3440-B7C0-3E0D90D3A31E,2017 John Deere 5065E 4WD Tractor,4WD Tractor,"Orlando, FL, USA - Feb 16, 2026",2026-02-16 13:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,5075GV,2019.0,,,"Tulare, CA, USA",,1AT5075GJJV407435,RitchieBros,2026-01-20 22:53:28.229233,BB62CBE7-3842-3F82-8F91-1F1798B740E0,2019 John Deere 5075GV 4WD Tractor,4WD Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,5075GV,2019.0,,,"Tulare, CA, USA",,1AT5075GTJV407608,RitchieBros,2026-01-20 22:53:28.229233,5118FA9D-37ED-34FF-8A5D-D6733354A890,2019 John Deere 5075GV 4WD Tractor,4WD Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRGC40,2026.0,,,"Nisku, AB, CAN",,25H25120450,RitchieBros,2026-01-20 22:53:28.229233,B2C8EE47-D865-333C-8103-99B3E0AFA124,2026 SDLANCH IRGC40 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Edmonton, AB, CAN - Mar 17, 2026",2026-03-17 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRGC40,2026.0,,,"Nisku, AB, CAN",,25H25120482,RitchieBros,2026-01-20 22:53:28.229233,04A69B3A-2DB3-33E4-8E34-CE787F9F15B9,2026 SDLANCH IRGC40 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Edmonton, AB, CAN - Mar 17, 2026",2026-03-17 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRGC40,2026.0,,,"Nisku, AB, CAN",,,RitchieBros,2026-01-20 22:53:28.229233,A03A6FA4-966F-338D-BF1D-09A8FD215A7E,2026 SDLANCH IRGC40 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Edmonton, AB, CAN - Mar 17, 2026",2026-03-17 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRGC40,2026.0,,,"Nisku, AB, CAN",,25H25120245,RitchieBros,2026-01-20 22:53:28.229233,AB43F6D9-17EE-3278-8605-4F8F1D666619,2026 SDLANCH IRGC40 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Edmonton, AB, CAN - Mar 17, 2026",2026-03-17 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRGC40,2026.0,,,"Nisku, AB, CAN",,25H25120129,RitchieBros,2026-01-20 22:53:28.229233,BAAF09A5-E92A-3073-B278-D4AD3C743A1A,2026 SDLANCH IRGC40 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Edmonton, AB, CAN - Mar 17, 2026",2026-03-17 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRGC40,2026.0,,,"Nisku, AB, CAN",,25H25120306,RitchieBros,2026-01-20 22:53:28.229233,C3869245-2D0B-3854-B58F-7D45BB4B4A28,2026 SDLANCH IRGC40 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Edmonton, AB, CAN - Mar 17, 2026",2026-03-17 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRGC40,2026.0,,,"Nisku, AB, CAN",,,RitchieBros,2026-01-20 22:53:28.229233,CCDF161D-3043-38AE-995C-5E92DE41BF2C,2026 SDLANCH IRGC40 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Edmonton, AB, CAN - Mar 17, 2026",2026-03-17 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRGC40,2026.0,,,"Nisku, AB, CAN",,25H25120340,RitchieBros,2026-01-20 22:53:28.229233,F1B2E8C2-D81B-3395-98F1-972D44998C69,2026 SDLANCH IRGC40 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Edmonton, AB, CAN - Mar 17, 2026",2026-03-17 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRGC40,2026.0,,,"Nisku, AB, CAN",,,RitchieBros,2026-01-20 22:53:28.229233,EF2D4F96-083B-3496-BE4C-59749F84CC1B,2026 SDLANCH IRGC40 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Edmonton, AB, CAN - Mar 17, 2026",2026-03-17 14:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,5075GV,2018.0,,,"Tulare, CA, USA",,1AT5075GTHV405478,RitchieBros,2026-01-20 22:53:28.229233,1D26D1CB-D7D6-34C3-959C-9F54ECD6AB67,2018 John Deere 5075GV 4WD Tractor,4WD Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,BX23SLBR,2021.0,,,"Dunnigan, CA, USA",,KBUC1DHRKMGE62583,RitchieBros,2026-01-20 22:53:28.229233,9EAC7B76-573B-3F34-B17F-290A5E1DB2CF,2021 Kubota BX23SLBR 4WD Utility Tractor,Utility Tractor,"California Regional Event, USA - Mar 25, 2026",2026-03-25 15:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,5100GN,2020.0,,,"Perris, CA, USA",,1AT5100GEKN009258,RitchieBros,2026-01-20 22:53:28.229233,DEEDDC5A-C050-3679-AF26-08F8E6F346B2,2020 John Deere 5100GN Utility Tractor,Utility Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRGC40,2026.0,,,"North East, MD, USA",,,RitchieBros,2026-01-20 22:53:28.229233,18AB02EC-553F-33A4-B5DE-B472ECF0E992,2026 SDGRAND IRGC40 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Northeast Regional Event, USA - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
2026,IRGC40,2026.0,,,"North East, MD, USA",,,RitchieBros,2026-01-20 22:53:28.229233,079B4C15-E0C0-3454-B256-48A5D21FA6CC,2026 SDGRAND IRGC40 3 TT E-Trike Mini Utility Tractor (Unused),Utility Tractor,"Northeast Regional Event, USA - Mar 25, 2026",2026-03-25 12:00:00,Live Auction,,https://www.rbauction.com/cp/agricultural-tractors,,,,
